,headline,date,number of tokens,1,1 hl ratio,2,2 hl ratio,3,3 hl ratio,4,4 hl ratio,5,5 hl ratio,6,6 hl ratio,7,7 hl ratio
37,"[u'international', u'health', u'officials', u'scramble', u'contain', u'deadly', u'outbreak', u'west', u'africa', u'canadian', u'border', u'agents', u'alert', u'signs', u'illness', u'...', u'official', u':', u'preliminary', u'test', u'cmc', u'patient', u'shows', u'malaria', u'wsoc', u'charlotte']",2014-07-30,26,2,0.0769230769231,0,0.0,3,0.115384615385,2,0.0769230769231,0,0.0,0,0.0,0,0.0
38,"[u'passaretti', u'said', u'determined', u'patient', u'.', u'patient', u'discharged', u'home', u'.', u""'there"", u'great', u'munication', u'hospital', u'...', u'patient', u'traveling', u'africa', u'prompts', u'scare', u'cmc', u'charlotte', u'observer']",2014-07-30,22,0,0.0,1,0.0454545454545,1,0.0454545454545,3,0.136363636364,0,0.0,0,0.0,0,0.0
39,"[u'outbreak', u'became', u'deadliest', u'history']",2014-07-31,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
40,"[u'reasons', u'outbreak', u'west', u'africa', u'grown', u'large', u'happening', u'may', u'travel', u'patterns', u'bats', u'across', u'...', u'director-general', u'west', u'african', u'presidents', u'launch', u'intensified', u'...', u'world', u'health', u'organization', u'(', u'press', u'release', u')']",2014-07-31,27,1,0.037037037037,0,0.0,2,0.0740740740741,0,0.0,0,0.0,1,0.037037037037,0,0.0
41,"[u'seychelles', u'afcon', u'2015', u'race', u'international', u'-', u'sierra', u'express', u'media']",2014-07-31,9,0,0.0,0,0.0,1,0.111111111111,0,0.0,0,0.0,0,0.0,0,0.0
42,"[u'source', u':', u'flight', u'en', u'route', u'liberia', u'evacuate', u'americans', u'infected', u'...', u'in-depth', u'-']",2014-07-31,12,1,0.0833333333333,1,0.0833333333333,0,0.0,1,0.0833333333333,2,0.166666666667,0,0.0,1,0.0833333333333
43,"[u'virus', u'outbreak', u':', u'sierra', u'leone', u'liberia', u'announce', u'army', u'...', u'opinion', u'-', u'belfast', u'telegraph']",2014-07-31,13,1,0.0769230769231,0,0.0,2,0.153846153846,0,0.0,0,0.0,0,0.0,0,0.0
44,"[u'peace', u'corps', u'pulls', u'volunteers', u'countries', u'involved', u'...', u'-', u'(', u')']",2014-07-31,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
45,"[u'(', u'india', u')', u'vice', u'(', u')', u'emergency', u'efforts', u'africa', u'contain', u'toll', u'rises']",2014-07-31,12,1,0.0833333333333,2,0.166666666667,2,0.166666666667,0,0.0,0,0.0,0,0.0,0,0.0
46,"[u'abuja', u'nigeria', u'\u2014', u'death', u'toll', u'mounted', u'worst', u'outbreak', u'virus', u'west', u'african', u'leaders', u'quickened', u'pace', u'emergency', u'efforts', u'...', u'taxis', u'planes', u'viruses', u':', u'deadly', u'spread', u'week']",2014-07-31,24,2,0.0833333333333,2,0.0833333333333,2,0.0833333333333,0,0.0,0,0.0,0,0.0,0,0.0
47,"[u'rages', u'africa', u'west', u'agonises', u'ethics', u'vaccine', u'...']",2014-07-31,7,0,0.0,1,0.142857142857,1,0.142857142857,1,0.142857142857,0,0.0,0,0.0,0,0.0
48,"[u""'s"", u'cure', u'early', u'intensive', u'treatment', u'boosts', u'survival', u'healthday']",2014-07-31,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
49,"[u'us', u'embassies', u'west', u'africa', u'stay', u'open', u'despite', u'warning']",2014-07-31,8,0,0.0,0,0.0,1,0.125,1,0.125,0,0.0,0,0.0,0,0.0
50,"[u'cyclist', u'mohamed', u'tholley', u'due', u'pete', u'time', u'trial', u'event', u'...', u'in-depth', u'-']",2014-07-31,11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
51,"[u'week', u'healthday', u'local', u'enough', u'one', u':', u'experimental', u'serum', u'used', u'us', u'patient', u'.']",2014-07-31,12,0,0.0,2,0.166666666667,1,0.0833333333333,3,0.25,0,0.0,0,0.0,0,0.0
52,"[u'\u201chowever', u'dr.', u'brantly', u'received', u'unit', u'blood', u'14-year-old', u'boy', u'survived', u'dr.', u'brantly', u""'s"", u'care', u'.', u'young', u'boy', u'family', u'...', u'patient', u'ing', u'us', u'aid', u'workers', u""'"", u'health', u'worsens']",2014-07-31,26,0,0.0,0,0.0,0,0.0,2,0.0769230769231,2,0.0769230769231,0,0.0,0,0.0
53,"[u'-stricken', u'doc', u'gives', u""'experimental"", u'serum', u""'"", u'coworker']",2014-07-31,7,0,0.0,1,0.142857142857,0,0.0,0,0.0,1,0.142857142857,0,0.0,0,0.0
54,"[u""n't"", u'vaccine']",2014-07-31,2,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
55,"[u'cases', u'rare', u'drug', u'manufacturers', u""n't"", u'interested', u'investing', u'finding', u'vaccine', u'schaffner', u'said', u'.', u'addition', u""'s"", u'rarity', u'makes', u'...', u'plane', u'sent', u'africa', u'bring', u'-infected', u'americans', u'home', u'q13', u'fox']",2014-07-31,26,0,0.0,2,0.0769230769231,1,0.0384615384615,1,0.0384615384615,0,0.0,0,0.0,0,0.0
56,"[u'dr.', u'kent', u'brantly', u'medical', u'director', u'samaritan', u""'s"", u'purse', u'consolidated', u'case', u'management', u'center', u'monrovia', u'liberia', u'tested', u'positive', u'...', u':', u'virus', u'quick', u'death', u':', u'socio-economic', u'implications', u'...', u'liberian', u'dialogue']",2014-07-31,27,0,0.0,0,0.0,0,0.0,1,0.037037037037,2,0.0740740740741,0,0.0,0,0.0
57,"[u'see', u'liberians', u'continue', u'die', u'deadly', u'disease', u'simply', u'county', u'proactive', u'.', u'country', u'fire-truck', u'approach', u'.', u'...', u'doctor', u'infected', u'makes', u'selfless', u'gesture', u'fellow', u'patient']",2014-07-31,22,1,0.0454545454545,0,0.0,1,0.0454545454545,1,0.0454545454545,2,0.0909090909091,1,0.0454545454545,2,0.0909090909091
58,"[u':', u'uk', u'border', u'staff', u""'unprepared"", u""'"", u'rt']",2014-07-31,7,2,0.285714285714,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
59,"[u'immigration', u'border', u'staff', u'reportedly', u'deeply', u'concerned', u'risks', u'carriers', u'entering', u'uk', u'pose', u'health', u'.', u'(', u'/', u'neil', u'hall', u')', u'/', u'.', u'outbreak', u':', u'uk', u'border', u'prepared', u'virus', u'warns', u'immigration', u'...']",2014-07-31,29,2,0.0689655172414,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
60,"[u'uk', u'border', u'staff', u""'unprepared"", u""'"", u'sky']",2014-07-31,6,1,0.166666666667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
61,"[u':', u'uk', u'border', u'staff', u""'unprepared"", u""'"", u'says', u'union', u'leader', u'highly', u'cited', u'-']",2014-07-31,12,1,0.0833333333333,0,0.0,0,0.0,1,0.0833333333333,0,0.0,0,0.0,0,0.0
62,"[u'nigerian', u'official', u'warns', u'pastors', u'healers', u'stop', u'making', u'false', u'...']",2014-07-31,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
63,"[u'african', u'governments', u'doubling', u'efforts', u'contain', u'widening', u'outbreak', u'west', u'africa', u'also', u'involves', u'bating', u'rumors', u'falsehoods', u'...', u'ph', u'procedures', u'track', u'prevent', u'spread', u'\u2014', u'doh', u'inquirer.net']",2014-07-31,23,0,0.0,0,0.0,3,0.130434782609,0,0.0,0,0.0,0,0.0,0,0.0
64,"[u'manila', u'philippines', u'\u2014', u'deadly', u'virus', u'reportedly', u'infected', u'1', u'200', u'mostly', u'west', u'africa', u'left', u'least', u'670', u'dead', u'across', u'region', u'...', u'doh', u':', u'philippines', u'ready', u'virus', u'centrio']",2014-07-31,25,2,0.08,0,0.0,3,0.12,0,0.0,1,0.04,0,0.0,1,0.04
65,"[u'american', u'dies', u'liberia', u'outbreak', u'closes', u'borders']",2014-07-31,6,0,0.0,0,0.0,0,0.0,0,0.0,1,0.166666666667,0,0.0,1,0.166666666667
66,"[u'young', u'american', u'man', u'died', u'wednesday', u'liberia', u'outbreak', u'deadly', u'virus', u'reached', u'historic', u'levels', u'.', u'family', u'said', u""n't"", u'...', u'brother', u'md', u'.', u'man', u'died', u'liberia', u'remembers', u'final', u'words', u'local']",2014-07-31,27,1,0.037037037037,0,0.0,1,0.037037037037,0,0.0,1,0.037037037037,0,0.0,0,0.0
67,"[u'crisis', u':', u'virus', u'spreading', u'fast', u'says']",2014-08-01,6,1,0.166666666667,0,0.0,1,0.166666666667,1,0.166666666667,0,0.0,0,0.0,0,0.0
68,"[u'outbreak', u'west', u'africa', u'spreading', u'faster', u'efforts', u'control', u'world', u'health', u'organization', u'(', u')', u'head', u'margaret', u'chan', u'said', u'.', u'told', u'...', u'virus', u'outpacing', u'efforts', u'control', u'world', u'health', u'body', u'warns']",2014-08-01,27,2,0.0740740740741,0,0.0,1,0.037037037037,0,0.0,0,0.0,2,0.0740740740741,0,0.0
69,"[u'warns', u""'catastrophic"", u""'"", u'consequences', u'(', u'india', u')']",2014-08-01,7,0,0.0,1,0.142857142857,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
70,"[u'mapping', u'acceleration', u'west', u'africa', u'five', u'charts', u'quartz']",2014-08-01,7,0,0.0,0,0.0,1,0.142857142857,0,0.0,0,0.0,0,0.0,0,0.0
71,"[u'exposure', u'health', u'workers', u'weakens', u'africa', u""'s"", u'fight', u'in-depth', u'-']",2014-08-01,9,0,0.0,0,0.0,1,0.111111111111,0,0.0,0,0.0,0,0.0,0,0.0
72,"[u'moving', u'faster', u'control', u'efforts', u'in-depth', u'-']",2014-08-01,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
73,"[u'(', u'india', u')', u'geek', u'plos', u'(', u')', u'need', u'fight']",2014-08-01,9,0,0.0,1,0.111111111111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
74,"[u'outbreaks', u'occurred', u'africa', u'two', u'dozen', u'occasions', u'past', u'40', u'years', u'brought', u'control', u'every', u'time', u'.', u'...', u'spreads', u':', u'important', u'facts', u'disease', u'transmission', u'post-standard']",2014-08-01,22,0,0.0,0,0.0,1,0.0454545454545,0,0.0,0,0.0,1,0.0454545454545,0,0.0
75,"[u'parts', u'africa', u'throes', u'deadliest', u'outbreak', u'...', u'4', u'washington']",2014-08-01,8,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0
76,"[u'us', u'scrambles', u'retrieve', u'patients', u'in-depth', u'-', u'.']",2014-08-01,7,0,0.0,0,0.0,0,0.0,2,0.285714285714,0,0.0,0,0.0,0,0.0
77,"[u""'s"", u'frontline', u':', u'battling', u'fear', u'deadly', u'virus', u'opinion', u'-']",2014-08-01,9,2,0.222222222222,0,0.0,1,0.111111111111,0,0.0,0,0.0,0,0.0,0,0.0
78,"[u'official', u':', u'virus', u""'extraordinarily"", u'unlikely', u""'"", u'spread', u'us', u'in-depth', u'-']",2014-08-01,10,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0
79,"[u'post-standard', u'4', u'washington', u'.', u'department', u'defense', u'serum', u':', u'explaining', u'americans', u""'"", u'experimental', u'treatments']",2014-08-01,13,0,0.0,2,0.153846153846,0,0.0,1,0.0769230769231,0,0.0,0,0.0,0,0.0
80,"[u'outbreak', u'largest', u'history', u'far', u'claimed', u'729', u'lives', u'...', u'treatments', u'vaccines', u'available', u'though', u'several', u'...', u'happens', u'patients', u'arrive', u'us']",2014-08-01,18,0,0.0,0,0.0,0,0.0,2,0.111111111111,1,0.0555555555556,0,0.0,0,0.0
81,"[u'first', u'case', u'diagnosed', u'us', u':', u""'s"", u""n't"", u'need', u'panic', u'in-depth', u'-']",2014-08-01,11,0,0.0,0,0.0,0,0.0,1,0.0909090909091,0,0.0,0,0.0,0,0.0
82,"[u'patients', u'soon', u'expected', u'arrive', u'united', u'states', u'in-depth', u'-']",2014-08-01,8,0,0.0,0,0.0,0,0.0,1,0.125,1,0.125,0,0.0,0,0.0
83,"[u'vaccine', u'possible', u'many', u'doubts', u'persist']",2014-08-01,5,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
84,"[u'virus', u'\u201ca', u'survivor', u'\u201d', u'said', u'john', u'dye', u'chief', u'viral', u'immunology', u'branch', u'united', u'states', u'army', u'medical', u'research', u'institute', u'infectious', u'diseases', u'.', u'outbreak', u'could', u'spur', u'action', u'md', u'.', u'scientists', u'working', u'vaccine']",2014-08-01,29,0,0.0,1,0.0344827586207,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
85,"[u'us', u'hospitals', u'keep', u'deadly', u'germs', u'like', u'virus', u'contained']",2014-08-01,8,1,0.125,0,0.0,1,0.125,1,0.125,0,0.0,0,0.0,0,0.0
86,"[u'plans', u'underway', u'bring', u'one', u'two', u'americans', u'stricken', u'united', u'states', u'people', u'wondering', u'happen', u'without', u'unleashing', u'...', u'tenn.', u'man', u'quarantine', u'outbreak', u':', u""'i"", u""'m"", u'feeling', u'well', u""'""]",2014-08-01,25,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,2,0.08,0,0.0
87,"[u'tennessee', u'doctor', u'placed', u'quarantine', u'volunteering', u'west', u'africa', u'virus', u'rampant', u'says', u""'s"", u'``', u'feeling', u'well', u""''"", u'showing', u'...', u'atlanta', u'doctors', u'gear', u'treat', u'two', u'patients']",2014-08-01,23,0,0.0,0,0.0,1,0.0434782608696,2,0.0869565217391,2,0.0869565217391,1,0.0434782608696,1,0.0434782608696
88,"[u'medical', u'transport', u'plane', u'en', u'route', u'pick', u'two', u'americans', u'sick', u'liberia', u'doctors', u'atlanta', u'said', u'friday', u'.', u'frequently', u'asked', u'questions', u'virus', u'...', u'wabe', u'90.1', u'fm']",2014-08-01,23,1,0.0434782608696,1,0.0434782608696,0,0.0,1,0.0434782608696,2,0.0869565217391,0,0.0,0,0.0
89,"[u'patients', u'coming', u'us', u':', u'safe', u'?']",2014-08-01,6,0,0.0,0,0.0,0,0.0,2,0.333333333333,0,0.0,0,0.0,0,0.0
90,"[u'two', u'americans', u'battling', u'deadly', u'virus', u'evacuated', u'africa', u'plan', u'fly', u'u.s.', u'hospitals', u'receive', u'treatment', u'.', u'tom', u'chivers', u':', u'curse', u'opinion', u'-', u'national', u'post']",2014-08-01,22,2,0.0909090909091,0,0.0,2,0.0909090909091,0,0.0,0,0.0,0,0.0,0,0.0
91,"[u'5pm', u':', u'274', u'lds', u'missionaries', u'-affected', u'areas', u'transferred', u'ksl', u'.']",2014-08-01,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
92,"[u'virus', u'transmitted', u'people', u'wild', u'animals', u'spreads', u'human-to-human', u'transmission', u'contact', u'blood', u'secretions', u'organs', u'...', u'forces', u'300', u'peace', u'corps', u'volunteers', u'3', u'west', u'african', u'nations', u'masslive', u'.']",2014-08-01,24,0,0.0,0,0.0,2,0.0833333333333,0,0.0,0,0.0,1,0.0416666666667,0,0.0
93,"[u'virus', u'mutation', u'made', u'2014', u'outbreak', u'deadly']",2014-08-02,6,1,0.166666666667,0,0.0,1,0.166666666667,0,0.0,0,0.0,0,0.0,0,0.0
94,"[u'worst', u'outbreak', u'virus', u'history', u'\u2014', u'happening', u'west', u'africa', u'\u2014', u'claimed', u'700', u'lives', u'according', u'latest', u'count', u'world', u'...', u'ambulance', u'carrying', u'first', u'american', u'victim', u'arrives', u'emory', u'wsb', u'atlanta']",2014-08-02,26,1,0.0384615384615,0,0.0,1,0.0384615384615,0,0.0,3,0.115384615385,1,0.0384615384615,0,0.0
95,"[u'world', u'turns', u'attention', u'west', u'african', u'crisis']",2014-08-02,6,2,0.333333333333,0,0.0,2,0.333333333333,0,0.0,0,0.0,1,0.166666666667,0,0.0
96,"[u'chan', u'made', u'point', u'telling', u'west', u'african', u'presidents', u'alone', u'fight', u';', u'world', u'.', u'next', u'week', u'...', u'largest', u'ever', u'outbreak', u'global', u'threat']",2014-08-02,20,1,0.05,0,0.0,1,0.05,0,0.0,0,0.0,1,0.05,0,0.0
97,"[u'russian', u'virologists', u'join', u'battle', u""'deadliest"", u'outbreak', u'ever', u""'"", u'rt']",2014-08-02,9,1,0.111111111111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
98,"[u'may', u'never', u'cure']",2014-08-02,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
99,"[u'outbreak', u':', u'sierra', u'leone', u'athletes', u'frightened', u'go', u'home', u'...']",2014-08-02,9,0,0.0,0,0.0,2,0.222222222222,0,0.0,0,0.0,0,0.0,0,0.0
100,"[u'things', u'know', u'outbreak', u'-', u'(', u')']",2014-08-02,6,1,0.166666666667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
101,"[u'(', u')', u'rt', u'hindustan', u'us|american', u'doctor', u'arrives', u'us', u'treatment']",2014-08-02,9,1,0.111111111111,0,0.0,0,0.0,1,0.111111111111,2,0.222222222222,0,0.0,0,0.0
